,Search,Tweet_Date,Original_Tweet,Cleaned_Text,leia,oplexion,sentilex,textblob
3347,Bolsonaro,2022-04-17,"@SamPancher Kkkkkkkkk o pior é acharem que isso é realmente uma estratégia para ""atrair"" os jovens..

Não foi o Bolsonaro que estava fzd campanha para atrair crianças de 16 anos.",kkkkkkkkk pior acharem realmente estrategia  atrair  jovens   bolsonaro fzd campanha atrair criancas anos ,negativo,negativo,negativo,positivo
3348,Bolsonaro,2022-04-17,"Eu vivi pra ver eleitores do Bolsonaro atacando Sérgio Moro, dizendo que ele condenou Lula sem provas. Lula e Bolsonaro e seus eleitores são um só, essa é a realidade. #MoroPresidente",vivi pra ver eleitores bolsonaro atacando sergio moro  dizendo condenou lula provas  lula bolsonaro eleitores so  realidade ,neutro,neutro,neutro,neutro
3349,Bolsonaro,2022-04-17,"@c_juliana Na realidade tudo q ele falou é vdd, só faltou dizer que o bolsonaro não foi o responsável geral por tudo isso",realidade tudo q falou vdd  faltou dizer bolsonaro responsavel geral tudo,positivo,neutro,neutro,positivo
3350,Bolsonaro,2022-04-17,@ElisCavi 22 BOLSONARO,,neutro,neutro,neutro,neutro
3351,Bolsonaro,2022-04-17,"A vantagem do Bolsonaro terminar a Pandemia por decreto é que uma galera que já tinha feito isso vai pensar o que tem feito.

Será?",vantagem bolsonaro terminar pandemia decreto galera feito vai pensar feito  sera ,positivo,positivo,neutro,neutro
3352,Bolsonaro,2022-04-17,"@rochamdf @TweMarco @GadoDecider Em momento nenhum relacionei tentei relacionar os tópicos religião e comunismo, meu comentário se dirige à veracidade da analogia que ele fez quando comparou a relação de Jesus para Bolsonaro com a de Marx para um comunista",momento nenhum relacionei tentei relacionar topicos religiao comunismo  comentario dirige veracidade analogia fez comparou relacao jesus bolsonaro marx comunista,positivo,neutro,neutro,neutro
3353,Bolsonaro,2022-04-17,o bolsonaro tem foto pra qualquer situacao kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk https://t.co/57H15zdPTI,bolsonaro foto pra qualquer situacao kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,neutro,neutro,neutro,positivo
3354,Bolsonaro,2022-04-17,@andreporci Anita é Bolsonaro... Eu já sabia !!!! Kkkk,anita bolsonaro    sabia      kkkk,neutro,neutro,neutro,positivo
3355,Bolsonaro,2022-04-17,@LucianoGiusepp4 Com certeza ele será salvo por pelo menos um dos dois ministros indicados por Bolsonaro.,certeza salvo menos dois ministros indicados bolsonaro ,positivo,neutro,neutro,positivo
3356,Bolsonaro,2022-04-17,Bolsonaro veste camisa do Cuiabá às vésperas da visita a Mato Grosso https://t.co/mJcbZuy53k,bolsonaro veste camisa cuiaba vesperas visita mato grosso,neutro,negativo,negativo,neutro
3357,Bolsonaro,2022-04-17,"No Dia Internacional de luta pela terra,lembremos que o Brasil nunca fez de fato Reforma Agrária

O n°de famílias assentadas vem caindo desde 2008 e reduziu drasticamente do governo Dilma em diante

Com Bolsonaro,Brasil tem o pior avanço na reforma Agrária desde o fim da ditadura https://t.co/uap9ZgTqcw",dia internacional luta terra lembremos brasil nunca fez fato reforma agraria nde familias assentadas vem caindo desde drasticamente governo dilma diante bolsonaro brasil pior avanco reforma agraria desde fim ditadura,negativo,negativo,negativo,negativo
3358,Bolsonaro,2022-04-17,@RE_BOLSONARO SDV a todos patriotas🇧🇷,sdv todos patriotas,neutro,neutro,neutro,neutro
3359,Bolsonaro,2022-04-17,@ThaisRMaschio Bolsonaro  e Lula são dois intreguitas.,bolsonaro lula dois intreguitas ,neutro,neutro,neutro,neutro
3360,Bolsonaro,2022-04-17,"@BlogdoNoblat 🤣🤣🤣 Impossível! Mesmo quando não falam o nome dele, Bolsonaro,  o universo inteiro sabe que estão falando dele, exatamente como agora.  O cara é phoda, cabeção!",impossivel  falam nome dele  bolsonaro  universo inteiro sabe falando dele  exatamente agora  cara phoda  cabecao ,negativo,neutro,negativo,negativo
3361,Bolsonaro,2022-04-17,"@marciatiburi A sua cara é de quem destila ódio toda hora. Quem vota em Bolsonaro é uma pessoa alegre que tem esperança que o país vai crescer cada vez mais, que todos vão viver bem até esquerdopatas como você com trabalho saúde e educação a todos. Abra sua mente e coração e venha para a luz.",cara destila odio toda hora  vota bolsonaro pessoa alegre esperanca pais vai crescer cada vez mais  todos vao viver bem esquerdopatas trabalho saude educacao todos  abra mente coracao venha luz ,positivo,positivo,positivo,positivo
3362,Bolsonaro,2022-04-17,"@pedrobennin Como eu disse, o agronegócio em si não foi fator o suficiente para fazer o PT perder na região. Principal? Sim. 

Porém quanto maior a presença militar no Estado, mais o Bolsonaro tem voto na Região Norte.",disse  agronegocio si fator suficiente fazer pt perder regiao  principal  sim  porem quanto maior presenca militar estado  bolsonaro voto regiao norte ,positivo,negativo,negativo,positivo
3363,Bolsonaro,2022-04-17,@MinCidadania @FlavioBolsonaro @govbr https://t.co/VU6qaVpX6z,,neutro,neutro,neutro,neutro
3364,Bolsonaro,2022-04-17,"@Camarada_Gabe @lim01778116 @JosuePatriota @Casimiro Kkkkkkk
4 anos atrás eu via essa mesma bajulação Haddad ganha. no final pegou um coro do bolsonaro e a mesma coisa vai se repetir esse ano.",kkkkkkk anos atras via mesma bajulacao haddad ganha  final pegou coro bolsonaro mesma coisa vai repetir ano ,positivo,neutro,neutro,positivo
3365,Bolsonaro,2022-04-17,Quem quer apostar que o Marcelo Queiroga vai ser vice do Bolsonaro,quer apostar marcelo queiroga vai ser vice bolsonaro,positivo,neutro,neutro,positivo
3366,Bolsonaro,2022-04-17,"A polarização existe, e é sim radical. Lula tirou 40 milhões da miséria, e Bolsonaro os devolveu ao mapa da fome - https://t.co/Rb9gEcR6gl @a_postagem  Como não polarizar contra a miséria do povo?",polarizacao existe  sim radical  lula tirou milhoes miseria  bolsonaro devolveu mapa fome   polarizar contra miseria povo ,negativo,neutro,neutro,neutro
3367,Bolsonaro,2022-04-17,É muito canalha um babaca deste.Acabei de ver Marcelo Ramos protocola ação contra Bolsonaro por redução de 25% do IPI - Clique para ver também ☛  https://t.co/Sk0zvgBX2I via @TerraBrasilnot,canalha babaca deste acabei ver marcelo ramos protocola acao contra bolsonaro reducao   ipi   clique ver via,negativo,negativo,negativo,neutro
3368,Bolsonaro,2022-04-17,"Marcelo Queiroga falando ""ninguém ficara para trás"" num país com mais de 660 mil mortos (dos quais Bolsonaro debochou fingindo sufocamento) é escárnio com requintes de crueldade",marcelo queiroga falando  ninguem ficara tras  pais mil mortos  dos quais bolsonaro debochou fingindo sufocamento  escarnio requintes crueldade,negativo,neutro,neutro,negativo
3369,Bolsonaro,2022-04-17,"@ClaudioSSMendes Parabéns Nordestinos 👏🏼👏🏼👏🏼👏🏼 
Deixaram de serem manipulados pelo PT que queria só manipular a região com fins eleitorais, nunca quiseram desenvolver a região como quer o Bolsonaro.
Chega de esmolas",parabens nordestinos deixaram serem manipulados pt queria manipular regiao fins eleitorais  nunca quiseram desenvolver regiao quer bolsonaro  chega esmolas,positivo,neutro,neutro,negativo
3370,Bolsonaro,2022-04-17,"Bolsonaro deve ser o maior exorcista do mundo! 

Faz revelar demonho em tudo quanté lugar. https://t.co/kLyMX2MqOv",bolsonaro deve ser maior exorcista mundo  faz revelar demonho tudo quante lugar ,positivo,neutro,neutro,positivo
3371,Bolsonaro,2022-04-17,"@Luanaaa__1 @FloraJwq Fora Bolsonaro

Isso mesmo 

Amigos 🌵🌵🌵🌵🌵 vamos ajudar 

Fora jessi
Fora jessi

Fora jessi

Fora jessi

Fora Bolsonaro

Fora jessi

Foca no Gshow:
https://t.co/6egg2rQERT

#ForaJessi 

Vai Corinthians

Arthur campeão",bolsonaro amigos vamos ajudar jessi jessi jessi jessi bolsonaro jessi foca gshow  vai corinthians arthur campeao,positivo,neutro,neutro,positivo
3372,Bolsonaro,2022-04-17,"@andreporci Com ajuda da dita cuja, Bolsonaro reeleito!!! #BolsonaroReeleito2022",ajuda dita cuja  bolsonaro reeleito   ,positivo,neutro,neutro,neutro
3373,Bolsonaro,2022-04-17,@Ravoline Bolsonaro sim 👍,bolsonaro sim,positivo,neutro,neutro,neutro
3374,Bolsonaro,2022-04-17,"@ELISEVEROBEZER1 @JuliaBalestrin5 @CostaCycy @adonisbalestrin @Cidamariaperei2 @Marcoflarioca @Marcao1828 @ameliaconta2 @gremistaleosilv @PinheiroJimena @sabrynahbeluchi @LusMellodosRei2 @RomauroWolff Ontem no espetáculo da Paixão de Cristo , diante de milhares de espectadores, o ator no papel do centurião romano (Pôncio Pilatos) perguntou para a platéia: Quem vocês condenam ,Jesus ou Barrabás? Um espectador gritou:
Soltem os dois e prendam o Bolsonaro!

(Fernando Coelho)",ontem espetaculo paixao cristo   diante milhares espectadores  ator papel centuriao romano  poncio pilatos  perguntou plateia  condenam  jesus barrabas  espectador gritou  soltem dois prendam bolsonaro   fernando coelho ,negativo,neutro,neutro,negativo
3375,Bolsonaro,2022-04-17,smt filhote de bolsonaro essa menina nem é a Ariana https://t.co/Fj1csowixW,smt filhote bolsonaro menina ariana,neutro,neutro,neutro,neutro
3376,Bolsonaro,2022-04-17,@Joseane_sf Tuíte sempre atual enquanto Bolsonaro for presidente.,tuite sempre atual enquanto bolsonaro presidente ,neutro,neutro,neutro,negativo
3377,Bolsonaro,2022-04-17,@Edu05freire @MarcioM61326104 @alvesmimar3 @MarquesToalinha @mello65440 @Marbenje @leal11_vanda @Nuu0204 @CleberLSantos1 @LEANDROCORR21 @nefertiti2022 @Eduardo57009171 @ZilaHelena @RE_BOLSONARO @ErthalCollier SDV a todos patriotas🇧🇷,sdv todos patriotas,neutro,neutro,neutro,neutro
3378,Bolsonaro,2022-04-17,"Jesus foi preso, torturado, crucificado, morto e depois disso ainda ressuscitou passivamente. Enfim, Jesus era pica!!! O que estraga é o fã clube dele que vota em torturador. Vota  em Bolsonaro.",jesus preso  torturado  crucificado  morto disso ainda ressuscitou passivamente  enfim  jesus pica    estraga fa clube vota torturador  vota bolsonaro ,negativo,negativo,negativo,negativo
3379,Bolsonaro,2022-04-17,@BlogdoJuca Aqui tem que respeitar a camisa. fora LULA FORA BOLSONARO,aqui respeitar camisa  lula bolsonaro,neutro,neutro,neutro,neutro
3380,Bolsonaro,2022-04-17,"@patyarqt Patricinha do iPad deixa eu te falar uma coisa, ela tem coisas melhores pra se preocupar, viu o show no Coachella? Bolsonaro agora é Anitter🙂",patricinha ipad deixa falar coisa  coisas melhores pra preocupar  viu show coachella  bolsonaro agora anitter,neutro,neutro,neutro,positivo
3381,Bolsonaro,2022-04-17,"@MarcioPochmann Na urnas tudo pode mudar, na ultima eleição para PR era para ser Haddad mas virou Bolsonaro.",urnas tudo pode mudar  ultima eleicao pr ser haddad virou bolsonaro ,neutro,neutro,neutro,neutro
3382,Bolsonaro,2022-04-17,Os loucos começaram a fazer cagada. @mqueiroga2 decretou o fim da COVID-19 para agradar Bolsonaro,loucos comecaram fazer cagada  decretou fim covid  agradar bolsonaro,negativo,neutro,neutro,negativo
3383,Bolsonaro,2022-04-17,"Cara, muito difícil ser politizado no Brasil de 2022. Muita polarização.
Fui conversar com um amigo sobre política e fui cancelado pq não apoiava nem Bolsonaro, nem Lula.
Parece que pra eles, ou é um ou é outro.",cara  dificil ser politizado brasil   muita polarizacao  conversar amigo sobre politica cancelado pq apoiava bolsonaro  lula  parece pra eles  outro ,positivo,positivo,positivo,negativo
3384,Bolsonaro,2022-04-17,@DeputadoFederal @Anitta Verde amarelo é Bolsonaro 2022...vermelho é e sempre será associado a esquerda...esta vcs perderam,verde amarelo bolsonaro    vermelho sempre associado esquerda   esta vcs perderam,neutro,negativo,negativo,negativo
3385,Bolsonaro,2022-04-17,Mandaram o Bolsonaro ir “tomar no cu” na Vila Belmiro https://t.co/h3KArmXzgE https://t.co/aI2nNFsUjY,mandaram bolsonaro ir tomar cu vila belmiro,neutro,neutro,neutro,neutro
3386,Bolsonaro,2022-04-17,"@jrguzzofatos Não sei  de onde esses jornalistas incompentes tiram tantas fake news.
Bolsonaro nunca irá ganhar essa eleição, aliás esse debilóide deveria já ter sido impichado.
Nenhum brasileiro informado e em sã consciência dá conta de explicar, o porquê esse sociopata não sofreu impeachment",sei onde jornalistas incompentes tiram tantas fake news  bolsonaro nunca ira ganhar eleicao  alias debiloide deveria ter sido impichado  nenhum brasileiro informado sa consciencia da conta explicar  porque sociopata sofreu impeachment,positivo,positivo,neutro,negativo
3387,Bolsonaro,2022-04-17,"Meu, o Queiroga, ministro da saúde, não sabe ler um teleprompter com o discurso. Entonação pífia, mostrando claramente que só tá reproduzindo algo que mandaram ler, sem nem acreditar que ele (sendo do governo Bolsonaro) esteve em algum momento a favor do combate à pandemia.",meu  queiroga  ministro saude  sabe ler teleprompter discurso  entonacao pifia  mostrando claramente ta reproduzindo algo mandaram ler  acreditar  sendo governo bolsonaro  algum momento favor combate pandemia ,positivo,positivo,neutro,negativo
3388,Bolsonaro,2022-04-17,"@RolimVan https://t.co/nEhj9GPVgT &lt;&lt;-- link da notícia 

Considere assinar o Globo: https://t.co/GCslP8qxHe", lt  lt    link noticia considere assinar globo ,neutro,neutro,neutro,neutro
3389,Bolsonaro,2022-04-17,https://t.co/cv1CoRf8Eu,,neutro,neutro,neutro,neutro
3390,Bolsonaro,2022-04-17,"A cara de pau do ministro da saúde do governo Bolsonaro de agora, em ano eleitoral, defender vacinação e ciência em rede nacional.",cara pau ministro saude governo bolsonaro agora  ano eleitoral  defender vacinacao ciencia rede nacional ,negativo,neutro,neutro,neutro
3391,Bolsonaro,2022-04-17,"*saquearam um mercado*

Você que votou no Bolsonaro pro Brasil não virar uma Venezuela, parabéns, estamos bem próximos disso.", saquearam mercado  votou bolsonaro pro brasil virar venezuela  parabens  bem proximos disso ,positivo,neutro,neutro,positivo
3392,Bolsonaro,2022-04-17,@CameloJubeni @MarcioM61326104 @alvesmimar3 @MarquesToalinha @mello65440 @Marbenje @leal11_vanda @Edu05freire @Nuu0204 @CleberLSantos1 @LEANDROCORR21 @nefertiti2022 @Eduardo57009171 @ZilaHelena @RE_BOLSONARO SDV a todos patriotas🇧🇷,sdv todos patriotas,neutro,neutro,neutro,neutro
3393,Bolsonaro,2022-04-17,Ho narizinho quem e essa Anita..tenha dó  o nariz 👃 ficou torto aliás ... Bolsonaro na petesada...pra cima https://t.co/suue3KPhtq,ho narizinho anita  tenha do nariz ficou torto alias     bolsonaro petesada   pra cima,neutro,negativo,negativo,negativo
3394,Bolsonaro,2022-04-17,"Guedes viaja aos EUA para convencer investidores que Brasil, sob Bolsonaro, é ‘porto seguro’ https://t.co/s76Pvu2X8M",guedes viaja eua convencer investidores brasil  sob bolsonaro  porto seguro,positivo,positivo,positivo,positivo
3395,Bolsonaro,2022-04-17,Organizador de passeio de moto de Bolsonaro em SP recebeu 16 parcelas de auxílio emergencial do governo federal | São Paulo | G1 https://t.co/wP6F3JdOYY,organizador passeio moto bolsonaro sp recebeu parcelas auxilio emergencial governo federal   paulo   g,neutro,neutro,neutro,neutro
3396,Bolsonaro,2022-04-17,"@realDiegoV10 @veramagalhaes ✿ღ✿(◕‿◕)_ ㋡♥ Boa Noite♥㋡ _(◕‿◕)✿ღ✿
Melhor Jair se Acostumando o Bolsonaro vai ficar mais 4 anos.
#PTNuncaMais 
#BolsonaroReeleito2022 
Bolsonaro é um sucesso, foi lindo.
https://t.co/8V3TCZwDDh",    boa noite     melhor jair acostumando bolsonaro vai ficar anos  bolsonaro sucesso  lindo ,positivo,positivo,neutro,positivo
3397,Bolsonaro,2022-04-17,"@centeanes Obrigado amigo, eu gosto muito de história, vou procurar e baixar, se muitos dessa geração lessem o que o nazismo e o facismo fizeram as nações, aos seres humanos e ao mundo, não falariam em ditadura militar e tão pouco em votar Jair Bolsonaro...",obrigado amigo  gosto historia  vou procurar baixar  muitos dessa geracao lessem nazismo facismo fizeram nacoes  seres humanos mundo  falariam ditadura militar tao pouco votar jair bolsonaro   ,positivo,positivo,positivo,positivo
3398,Bolsonaro,2022-04-17,@LEANDROCORR21 @MarcioM61326104 @alvesmimar3 @MarquesToalinha @mello65440 @Marbenje @leal11_vanda @Edu05freire @Nuu0204 @CleberLSantos1 @nefertiti2022 @Eduardo57009171 @ZilaHelena @RE_BOLSONARO SDV a todos patriotas🇧🇷,sdv todos patriotas,neutro,neutro,neutro,neutro
3399,Bolsonaro,2022-04-17,"Justiça Justiça, infelizmente não, e se preparem pois Lula E Bolsonaro comandarão suas quadrilhas pelos proximos 4 anos. Um da presidencia e outro dos poderes. A nós cabe divulgar e denunciar tudo que fizerem de errado para ver se brasileiros acordem https://t.co/T09lDIwYNz",justica justica  infelizmente nao  preparem pois lula bolsonaro comandarao quadrilhas proximos anos  presidencia outro poderes  cabe divulgar denunciar tudo fizerem errado ver brasileiros acordem,negativo,negativo,neutro,negativo
3400,Bolsonaro,2022-04-17,"@gleisi Bolsonaro 1⁰ turno.
Chora jumentada. https://t.co/lkCOooe74K",bolsonaro 0 turno  chora jumentada ,negativo,neutro,neutro,neutro
3401,Bolsonaro,2022-04-17,"@InjouMedjay @GadoDecider ""os caras"", que vc fala, sao os bolsominions que vivem comparando bolsonaro com jesus?", os caras   vc fala  sao bolsominions vivem comparando bolsonaro jesus ,neutro,neutro,neutro,positivo
3402,Bolsonaro,2022-04-17,@renildo Tira Bolsonaro que resolve! #ForaBolsonaro,tira bolsonaro resolve ,positivo,neutro,neutro,neutro
3403,Bolsonaro,2022-04-17,"@Miguel_100001 @AcoLyonel O Lula se esconde, Bolsonaro parece arroz de festa !
🤭🤭🤭",lula esconde  bolsonaro parece arroz festa  ,positivo,neutro,neutro,neutro
3404,Bolsonaro,2022-04-17,Infelizmente o adversário mais forte do Presidente Bolsonaro é a vaidade de muitos direitistas. Uma pena. https://t.co/kFTWXrGoxO,infelizmente adversario forte presidente bolsonaro vaidade muitos direitistas  pena ,negativo,positivo,positivo,neutro
3405,Bolsonaro,2022-04-17,Ei Bolsonaro vtnc !! Kkkk vaia total da torcida santista no estádio !!!! https://t.co/dM2FZajVdl,ei bolsonaro vtnc    kkkk vaia total torcida santista estadio     ,neutro,neutro,neutro,positivo
